Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Треска,Промышленная,22.104,1661.436,30.08.2018,29.08.2033,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Треска,Промышленная,3.285,1772.123,30.08.2018,29.08.2033,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Треска,Промышленная,3.285,1495.935,30.08.2018,29.08.2033,Биология/ОДУ
,"ао ""Р/к ""восток-1""",2536010639,2025,Дальневосточный,Треска,Промышленная,22.104,1947.944,30.08.2018,29.08.2033,Биология/ОДУ
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Треска,Промышленная,3.285,1496.477,30.08.2018,29.08.2033,Биология/ОДУ
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Треска,Промышленная,22.104,1851.627,30.08.2018,29.08.2033,Биология/ОДУ
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Треска,Промышленная,,3.285,nan,nan,Биология/ОДУ
,"АО ""СТАНДЕРС""",2536039660,2023,Дальневосточный,Краб,Промышленная,0.23,15.538,31.08.2018,30.08.2033,
,"АО ""СТАНДЕРС""",2536039660,2023,Дальневосточный,Краб,Промышленная,1.276,10.288,31.08.2018,30.08.2033,
,"АО ""СТАНДЕРС""",2536039660,2023,Дальневосточный,Краб,Промышленная,11.017,9.768,31.08.2018,30.08.2033,
,"АО ""СТАНДЕРС""",2536039660,2023,Дальневосточный,Трубачи,Промышленная,6.876,371.813,29.08.2018,28.08.2033,
,АО «СТАНДЕРС»,2536039660,2026,Дальневосточный,Трубачи,Промышленная,,6.876,nan,nan,
,"АО ""СТАНДЕРС""",2536039660,2024,Дальневосточный,Трубачи (927),Промышленная,6.876,393.954,29.08.2018,28.08.2033,
,"АО ""СТАНДЕРС""",2536039660,2025,Дальневосточный,Трубачи (927),Промышленная,6.876,391.891,29.08.2018,28.08.2033,
,"АО ""СТАНДЕРС""",2536039660,2026,Дальневосточный,Трубачи (927),Промышленная,6.876,381.373,29.08.2018,28.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Макрурусы,Промышленная,0.524,83.751,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Макрурусы,Промышленная,,0.524,nan,nan,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Макрурусы (210),Промышленная,0.524,83.751,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2024,Дальневосточный,Макрурусы (210),Промышленная,0.524,75.367,30.08.2018,29.08.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2025,Дальневосточный,Макрурусы (210),Промышленная,0.524,75.362,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Макрурусы (210),Промышленная,0.524,52.241,30.08.2018,29.08.2033,Регулятор/Инвестквоты
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,5.195,24618.707,31.08.2018,30.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,4.751,13911.435,30.08.2018,29.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,4.516,10110.376,31.08.2018,30.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,1.208,714.587,31.08.2018,30.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,5.195,63.183,31.08.2018,30.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Минтай,Промышленная,1.298,795.551,31.08.2018,30.08.2033,
,АО ТУРНИФ,2536053382,2023,Дальневосточный,Минтай,Промышленная,5.195,63.183,31.08.2018,30.08.2033,
,АО ТУРНИФ,2536053382,2024,Дальневосточный,Минтай,Промышленная,5.195,28182.061,31.08.2018,30.08.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2024,Дальневосточный,Минтай,Промышленная,1.208,835.246,31.08.2018,30.08.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2025,Дальневосточный,Минтай,Промышленная,5.195,30598.168,31.08.2018,30.08.2033,
,АО ТУРНИФ,2536053382,2025,Дальневосточный,Минтай,Промышленная,2.995,3148.711,05.09.2018,04.09.2033,Регулятор/Инвестквоты
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Минтай,Промышленная,5.195,23102.417,31.08.2018,30.08.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Минтай,Промышленная,2.995,3661.534,05.09.2018,04.09.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Минтай,Промышленная,,5.195,nan,nan,Биология/ОДУ
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Сельдь,Промышленная,1.778,573.197,30.08.2018,29.08.2033,
,"АО ""ТУРНИФ""",2536053382,2023,Дальневосточный,Сельдь,Промышленная,1.778,573.197,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2024,Дальневосточный,Сельдь,Промышленная,1.778,576.762,30.08.2018,29.08.2033,Биология/ОДУ
,АО ТУРНИФ,2536053382,2025,Дальневосточный,Сельдь,Промышленная,1.778,699.815,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Сельдь,Промышленная,1.778,845.372,30.08.2018,29.08.2033,
,АО ТУРНИФ,2536053382,2026,Дальневосточный,Сельдь,Промышленная,,1.778,nan,nan,Регулятор/Инвестквоты
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2023,Дальневосточный,Краб,Промышленная,0.984,3.025,29.08.2018,28.08.2033,
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2023,Дальневосточный,Краб,Промышленная,3.562,106.503,31.08.2018,30.08.2033,
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2023,Дальневосточный,Краб,Промышленная,12.271,10.879,03.09.2018,02.09.2033,
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2024,Дальневосточный,Краб,Промышленная,0.984,2.676,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2024,Дальневосточный,Краб,Промышленная,3.562,63.8,31.08.2018,30.08.2033,Биология/ОДУ
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2024,Дальневосточный,Краб,Промышленная,12.271,3.546,03.09.2018,02.09.2033,Биология/ОДУ
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2025,Дальневосточный,Краб,Промышленная,0.984,3.407,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2025,Дальневосточный,Краб,Промышленная,3.562,73.16,31.08.2018,30.08.2033,
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2025,Дальневосточный,Краб,Промышленная,12.271,3.532,03.09.2018,02.09.2033,Регулятор/Инвестквоты
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2026,Дальневосточный,Краб,Промышленная,0.984,3.983,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2026,Дальневосточный,Краб,Промышленная,3.562,42.22,31.08.2018,30.08.2033,Регулятор/Инвестквоты
,"ООО ""ПРИМРЫБФЛОТ""",2536084366,2026,Дальневосточный,Краб,Промышленная,12.271,3.532,03.09.2018,02.09.2033,Регулятор/Инвестквоты
,ООО «ПРИМРЫБФЛОТ»,2536084366,2026,Дальневосточный,Краб,Промышленная,,0.984,nan,nan,Регулятор/Инвестквоты
,ООО «ПРИМРЫБФЛОТ»,2536084366,2026,Дальневосточный,Краб,Промышленная,,3.562,nan,nan,Регулятор/Инвестквоты
,ООО «ПРИМРЫБФЛОТ»,2536084366,2026,Дальневосточный,Краб,Промышленная,,12.271,nan,nan,Регулятор/Инвестквоты
,"ООО ""Прибрежная рыбодобывающая компания""",2536098390,2023,Дальневосточный,Кукумария,Промышленная,0.24,3.464,05.09.2018,04.09.2033,
,ООО «ПРК»,2536098390,2026,Дальневосточный,Кукумария,Промышленная,,0.24,nan,nan,
,"ООО ""ПРК""",2536098390,2023,Дальневосточный,Кукумария (639),Промышленная,0.24,3.464,05.09.2018,04.09.2033,
,"ООО ""ПРК""",2536098390,2024,Дальневосточный,Кукумария (639),Промышленная,0.24,0.945,05.09.2018,04.09.2033,Регулятор/Инвестквоты
,"ООО ""ПРК""",2536098390,2025,Дальневосточный,Кукумария (639),Промышленная,0.24,1.026,05.09.2018,04.09.2033,
,"ООО ""ПРК""",2536098390,2026,Дальневосточный,Кукумария (639),Промышленная,0.24,0.943,05.09.2018,04.09.2033,Биология/ОДУ
,"ООО ""Прибрежная рыбодобывающая компания""",2536098390,2023,Дальневосточный,Минтай,Промышленная,0.542,156.645,05.09.2018,04.09.2033,
,"ООО ""ПРК""",2536098390,2023,Дальневосточный,Минтай,Промышленная,0.542,156.645,05.09.2018,04.09.2033,
,"ООО ""ПРК""",2536098390,2024,Дальневосточный,Минтай,Промышленная,0.542,142.821,05.09.2018,04.09.2033,Биология/ОДУ
,"ООО ""ПРК""",2536098390,2025,Дальневосточный,Минтай,Промышленная,0.542,88.952,05.09.2018,04.09.2033,Регулятор/Инвестквоты
,"ООО ""ПРК""",2536098390,2026,Дальневосточный,Минтай,Промышленная,0.542,99.323,05.09.2018,04.09.2033,
,"ООО ""Прибрежная рыбодобывающая компания""",2536098390,2023,Дальневосточный,Треска,Промышленная,0.271,5.926,30.08.2018,29.08.2033,
,"ООО ""Прибрежная рыбодобывающая компания""",2536098390,2023,Дальневосточный,Треска,Промышленная,0.271,5.926,30.08.2018,29.08.2033,
,"ООО ""ПРК""",2536098390,2024,Дальневосточный,Треска,Промышленная,0.271,4.792,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""ПРК""",2536098390,2025,Дальневосточный,Треска,Промышленная,0.271,3.97,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""ПРК""",2536098390,2026,Дальневосточный,Треска,Промышленная,0.271,3.247,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""Кимар""",2536128013,2023,Дальневосточный,Минтай,Промышленная,0.87,209.535,05.09.2018,04.09.2033,
,"ООО ""КИМАР""",2536128013,2023,Дальневосточный,Минтай,Промышленная,0.87,209.535,05.09.2018,04.09.2033,
,"ООО ""КИМАР""",2536128013,2024,Дальневосточный,Минтай,Промышленная,0.87,191.043,05.09.2018,04.09.2033,Биология/ОДУ
,"ООО ""КИМАР""",2536128013,2025,Дальневосточный,Минтай,Промышленная,0.87,142.782,05.09.2018,04.09.2033,Регулятор/Инвестквоты
,"ООО ""КИМАР""",2536128013,2026,Дальневосточный,Минтай,Промышленная,0.87,132.858,05.09.2018,04.09.2033,Биология/ОДУ
,ООО «КИМАР»,2536128013,2026,Дальневосточный,Минтай,Промышленная,,0.87,nan,nan,Биология/ОДУ
ГК Норебо,"ООО ""РОЛИЗ""",2536247860,2023,Дальневосточный,Кальмар,Промышленная,2.049,280.098,29.08.2018,28.08.2033,
