Запись,Компания,Компания_ИНН,Год,Бассейн,Объект_лова,Тип_квоты,Доля_процент,Объем_тонн,Дата_начала_договора,Дата_окончания_договора,Причина_изменения,Группа_компаний
"ООО ""МАГАДАНРЫБА 2"" — Креветка — 2025","ООО ""МАГАДАНРЫБА 2""",4909122123,2025,Дальневосточный,Креветка,Промышленная,13.092,232.776,06.09.2018,05.09.2033,,
"ООО ""МАГАДАНРЫБА 2"" — Креветка — 2026","ООО ""МАГАДАНРЫБА 2""",4909122123,2026,Дальневосточный,Креветка,Промышленная,1.254,3.135,13.04.2022,12.04.2037,Регулятор/Инвестквоты,
"ООО ""МАГАДАНРЫБА 2"" — Креветка — 2026","ООО ""МАГАДАНРЫБА 2""",4909122123,2026,Дальневосточный,Креветка,Промышленная,13.092,227.801,06.09.2018,05.09.2033,,
ООО «МАГАДАНРЫБА 2» — Креветка — 2026,ООО «МАГАДАНРЫБА 2»,4909122123,2026,Дальневосточный,Креветка,Промышленная,,1.254,nan,nan,Регулятор/Инвестквоты,
ООО «МАГАДАНРЫБА 2» — Креветка — 2026,ООО «МАГАДАНРЫБА 2»,4909122123,2026,Дальневосточный,Креветка,Промышленная,,13.092,nan,nan,Регулятор/Инвестквоты,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Окунь морской (s. Mentella) — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Окунь морской (s. Mentella),Промышленная,,8.592,nan,nan,,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Пикша — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Пикша,Промышленная,,0.01,nan,nan,,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Путассу — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Путассу,Промышленная,,0.041,nan,nan,,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Сельдь — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Сельдь,Промышленная,,14.3,nan,nan,,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Скумбрия — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Скумбрия,Промышленная,,12.198,nan,nan,,
ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» — Треска — 2026,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,5100000010,2026,Северный,Треска,Промышленная,,1.703,nan,nan,,
ООО «ГЕЛА» — Пикша — 2026,ООО «ГЕЛА»,5105003590,2026,Северный,Пикша,Промышленная,,2.044,nan,nan,,
ООО «ГЕЛА» — Сайда — 2026,ООО «ГЕЛА»,5105003590,2026,Северный,Сайда,Промышленная,,44.152,nan,nan,,
ООО «ГЕЛА» — Треска — 2026,ООО «ГЕЛА»,5105003590,2026,Северный,Треска,Промышленная,,1.773,nan,nan,,
"ООО ""ФРОСТЕР"" — Краб — 2023","ООО ""ФРОСТЕР""",5105005573,2023,Северный,Краб,Инвестиционная,20.0,1254.063,31.10.2019,30.10.2034,,
"ООО ""ФРОСТЕР"" — Краб — 2024","ООО ""ФРОСТЕР""",5105005573,2024,Северный,Краб,Инвестиционная,20.0,1246.363,31.10.2019,30.10.2034,,
СПК РК «ЭНЕРГИЯ» — Пикша — 2026,СПК РК «ЭНЕРГИЯ»,5105090018,2026,Северный,Пикша,Промышленная,,0.356,nan,nan,,
СПК РК «ЭНЕРГИЯ» — Треска — 2026,СПК РК «ЭНЕРГИЯ»,5105090018,2026,Северный,Треска,Промышленная,,0.384,nan,nan,,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Пикша — 2024","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2024,Норвежский,Пикша,Инвестиционная,2.91,335.116,10.08.2018,09.08.2033,,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Пикша — 2025","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2025,Норвежский,Пикша,Инвестиционная,2.91,305.247,10.08.2018,09.08.2033,Регулятор/Инвестквоты,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Пикша — 2026","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2026,Норвежский,Пикша,Инвестиционная,2.91,368.464,10.08.2018,09.08.2033,,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Треска — 2024","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2024,Норвежский,Треска,Инвестиционная,2.91,1122.643,10.08.2018,09.08.2033,,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Треска — 2025","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2025,Норвежский,Треска,Инвестиционная,2.91,839.366,10.08.2018,09.08.2033,Регулятор/Инвестквоты,
"ООО ""РК ""ПОЛЯРНОЕ МОРЕ+"" — Треска — 2026","ООО ""РК ""ПОЛЯРНОЕ МОРЕ+""",5105093964,2026,Норвежский,Треска,Инвестиционная,2.91,701.682,10.08.2018,09.08.2033,Биология/ОДУ,
ООО «РК «ПОЛЯРНОЕ МОРЕ+» — Пикша — 2026,ООО «РК «ПОЛЯРНОЕ МОРЕ+»,5105093964,2026,Северный,Пикша,Промышленная,,368.464,nan,nan,,
ООО «РК «ПОЛЯРНОЕ МОРЕ+» — Треска — 2026,ООО «РК «ПОЛЯРНОЕ МОРЕ+»,5105093964,2026,Северный,Треска,Промышленная,,701.682,nan,nan,,
"ООО ""АЛЬФА ТРЕЙД"" — Краб — 2023","ООО ""АЛЬФА ТРЕЙД""",5105097302,2023,Северный,Краб,Инвестиционная,20.0,1584.78,31.10.2019,30.10.2034,,
"ООО ""АЛЬФА ТРЕЙД"" — Краб — 2024","ООО ""АЛЬФА ТРЕЙД""",5105097302,2024,Северный,Краб,Инвестиционная,20.0,1584.78,31.10.2019,30.10.2034,,
"ООО ""АЛЬФА ТРЕЙД"" — Краб — 2024","ООО ""АЛЬФА ТРЕЙД""",5105097302,2024,Северный,Краб,Международная,0.097,6.045,05.07.2018,04.07.2033,,
ООО «АЛЬФА М» — Пикша — 2026,ООО «АЛЬФА М»,5105097310,2026,Северный,Пикша,Промышленная,,0.015,nan,nan,,
ООО «АЛЬФА М» — Треска — 2026,ООО «АЛЬФА М»,5105097310,2026,Северный,Треска,Промышленная,,0.01,nan,nan,,
РК «ПОНОЙ-ЛАХТА» — Пикша — 2026,РК «ПОНОЙ-ЛАХТА»,5106090010,2026,Северный,Пикша,Промышленная,,0.397,nan,nan,,
РК «ПОНОЙ-ЛАХТА» — Треска — 2026,РК «ПОНОЙ-ЛАХТА»,5106090010,2026,Северный,Треска,Промышленная,,0.513,nan,nan,,
"ОАО ""СЕВЕРОМОРСКИЙ АЛЬЯНС"" — Краб — 2024","ОАО ""СЕВЕРОМОРСКИЙ АЛЬЯНС""",5110310861,2024,Северный,Краб,Международная,12.57,783.339,03.07.2018,02.07.2033,,
"СПК РК ""МУРМАН"" — Креветка — 2024","СПК РК ""МУРМАН""",5110330018,2024,Северный,Креветка,Международная,1.285,229.051,08.07.2022,07.07.2037,,
СПК РК «МУРМАН» — Креветка — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Креветка,Промышленная,,1.285,nan,nan,,
СПК РК «МУРМАН» — Пикша — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Пикша,Промышленная,,0.585,nan,nan,,
СПК РК «МУРМАН» — Путассу — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Путассу,Промышленная,,0.371,nan,nan,,
СПК РК «МУРМАН» — Сельдь — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Сельдь,Промышленная,,1.043,nan,nan,,
СПК РК «МУРМАН» — Скумбрия — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Скумбрия,Промышленная,,1.047,nan,nan,,
СПК РК «МУРМАН» — Треска — 2026,СПК РК «МУРМАН»,5110330018,2026,Северный,Треска,Промышленная,,0.707,nan,nan,,
"СПК РК ""ВСХОДЫ КОММУНИЗМА"" — Краб — 2024","СПК РК ""ВСХОДЫ КОММУНИЗМА""",5111000421,2024,Северный,Краб,Международная,0.843,52.534,04.07.2018,03.07.2033,,
СПК РК «ВСХОДЫ КОММУНИЗМА» — Краб — 2026,СПК РК «ВСХОДЫ КОММУНИЗМА»,5111000421,2026,Северный,Краб,Промышленная,,0.843,nan,nan,,
СПК РК «ВСХОДЫ КОММУНИЗМА» — Пикша — 2026,СПК РК «ВСХОДЫ КОММУНИЗМА»,5111000421,2026,Северный,Пикша,Промышленная,,2.051,nan,nan,,
СПК РК «ВСХОДЫ КОММУНИЗМА» — Треска — 2026,СПК РК «ВСХОДЫ КОММУНИЗМА»,5111000421,2026,Северный,Треска,Промышленная,,1.968,nan,nan,,
СПК РК «ЧАПОМА» — Пикша — 2026,СПК РК «ЧАПОМА»,5111002203,2026,Северный,Пикша,Промышленная,,0.339,nan,nan,,
СПК РК «ЧАПОМА» — Треска — 2026,СПК РК «ЧАПОМА»,5111002203,2026,Северный,Треска,Промышленная,,0.32,nan,nan,,
СПК РК «СЕВЕРНАЯ ЗВЕЗДА» — Пикша — 2026,СПК РК «СЕВЕРНАЯ ЗВЕЗДА»,5116040354,2026,Северный,Пикша,Промышленная,,0.175,nan,nan,,
СПК РК «СЕВЕРНАЯ ЗВЕЗДА» — Треска — 2026,СПК РК «СЕВЕРНАЯ ЗВЕЗДА»,5116040354,2026,Северный,Треска,Промышленная,,0.231,nan,nan,,
"ООО ""ПАРК"" — Пикша — 2024","ООО ""ПАРК""",5190005317,2024,Норвежский,Пикша,Инвестиционная,0.726,83.606,10.08.2018,09.08.2033,,
"ООО ""ПАРК"" — Пикша — 2025","ООО ""ПАРК""",5190005317,2025,Норвежский,Пикша,Инвестиционная,0.726,76.154,10.08.2018,09.08.2033,Регулятор/Инвестквоты,
"ООО ""ПАРК"" — Пикша — 2026","ООО ""ПАРК""",5190005317,2026,Норвежский,Пикша,Инвестиционная,0.726,91.926,10.08.2018,09.08.2033,,
